clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
"your wife 's sister , who laughed at her ill fortune , and ridiculed you while you were under the power of that wicked spirit whom you overcame at the rock",141,1,0,1,"your wife 's sister , who laughed at her ill fortune , and ridiculed you while you were under the power of that wicked spirit whom you overcame at the rock",female,1.0,tertiary
the voice's son--that wicked spirit whom you overcame at the rock,142,1,0,1,the voice's son's wicked spirit whom you overcame at the rock,unknown,0.0,tertiary
sisters,65,1,0,1,sisters,female,1.0,tertiary
Mish - in - e - mok - in - ok - ong,107,1,0,1,Mish - in - e - mok - in - ok - ong,unknown,0.0,tertiary
the voice's son--your brothers,148,1,0,1,the voice's son's brothers,male,1.0,tertiary
little men,106,1,0,1,little men,male,1.0,tertiary
decrepid old persons,151,1,0,1,decrepid old persons,unknown,0.0,tertiary
a son,81,1,0,1,a son,unknown,0.0,tertiary
Osseo--his grandfather,82,1,0,1,Osseo's grandfather,male,1.0,tertiary
Osseo--his brothers,64,1,0,1,Osseo's brothers,male,1.0,tertiary
Osseo--one of his younger aunts,86,1,0,1,Osseo's of his younger aunts,unknown,0.0,tertiary
Osseo--his younger aunts,87,1,0,1,Osseo's younger aunts,unknown,0.0,tertiary
Osseo--all his aunts and uncles following him in the form of birds,92,1,0,1,Osseo's his aunts and uncles following him in the form of birds,unknown,0.0,tertiary
Osseo--his aunts,93,1,0,1,Osseo's aunts,unknown,0.0,tertiary
uncles,94,1,0,1,uncles,unknown,0.0,tertiary
mother,97,1,0,1,mother,female,1.0,tertiary
the King of the Evening Star,102,1,0,1,the King of the Evening Star,male,1.0,tertiary
"the Indians to be covered , in moonlight evenings , with a larger sort of Ininees",105,1,0,1,"the Indians to be covered , in moonlight evenings , with a larger sort of Ininees",unknown,0.0,tertiary
sisters - in - law,149,1,0,1,sisters - in - law,female,1.0,tertiary
an Indian in the north who had ten daughters,5,1,0,1,an Indian in the north who had ten daughters,unknown,0.0,tertiary
the Spirit of the Stars,137,1,0,1,the Spirit of the Stars,unknown,0.0,tertiary
the elder sisters,35,1,0,1,the elder sisters,female,1.0,tertiary
all of whom grew up to womanhood,8,1,0,1,all of whom grew up to womanhood,unknown,0.0,tertiary
"Oweenee--the youngest , who was very independent in her way of thinking",9,1,0,1,"Oweenee's youngest , who was very independent in her way of thinking",unknown,0.0,tertiary
Oweenee--her father,10,1,0,1,Oweenee's father,male,1.0,tertiary
"an old man called Osseo , who was scarcely able to walk , and who was too poor to have things like others",15,1,0,1,"an old man called Osseo , who was scarcely able to walk , and who was too poor to have things like others",male,1.0,tertiary
a devout and good man,18,1,0,1,a devout and good man,male,1.0,tertiary
the Good Spirit,19,1,0,1,the Good Spirit,unknown,0.0,tertiary
the owner of the big woods,23,1,0,1,the owner of the big woods,unknown,0.0,tertiary
the great timber - man,25,1,0,1,the great timber - man,male,1.0,tertiary
Oweenee--my husband,116,1,0,1,Oweenee's husband,male,1.0,tertiary
so aged and feeble,29,1,0,1,so aged and feeble,unknown,0.0,tertiary
an unsuitable mate,32,1,0,1,an unsuitable mate,unknown,0.0,tertiary
the comeliest bridegroom in all the company,33,1,0,1,the comeliest bridegroom in all the company,unknown,0.0,tertiary
one of the elder sisters,34,1,0,1,one of the elder sisters,female,1.0,tertiary
their young and handsome sister who had such an unsuitable mate--my father,119,1,0,1,their young and handsome sister who had such an unsuitable mate's father,female,0.5,tertiary
men to spirits,56,1,0,1,men to spirits,male,1.0,tertiary
our sister,122,1,0,1,our sister,female,1.0,tertiary
a young husband,123,1,0,1,a young husband,male,1.0,tertiary
Osseo--his good wife,39,1,0,1,Osseo's good wife,female,1.0,tertiary
a beautiful young man,41,1,0,1,a beautiful young man,male,1.0,tertiary
an aged and feeble woman,43,1,0,1,an aged and feeble woman,female,1.0,tertiary
my sweetheart,44,1,0,1,my sweetheart,unknown,0.0,tertiary
each other,46,1,0,1,each other,unknown,0.0,tertiary
Woman,3,1,0,1,Woman,female,1.0,tertiary
each one of the guests,50,1,0,1,each one of the guests,unknown,0.0,tertiary
the guests,51,1,0,1,the guests,unknown,0.0,tertiary
the enemies of mankind,127,1,0,1,the enemies of mankind,unknown,0.0,tertiary
mankind,128,1,0,1,mankind,unknown,0.0,tertiary
mortals,55,1,0,1,mortals,unknown,0.0,tertiary
each other as ever,115,1,0,1,each other as ever,unknown,0.0,tertiary
