clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
Murtough 's wife,151,1,0,1,Murtough 's wife,female,1.0,tertiary
those headless men,145,1,0,1,those headless men,male,1.0,tertiary
the Queen,212,1,0,1,the Queen,female,1.0,tertiary
"armies of headless , hideous folk",303,1,0,1,"armies of headless , hideous folk",unknown,0.0,tertiary
the blue men,144,1,0,1,the blue men,male,1.0,tertiary
the second battalion,143,1,0,1,the second battalion,unknown,0.0,tertiary
the man I loved,301,1,0,1,the man I loved,male,1.0,tertiary
warriors,170,1,0,1,warriors,unknown,0.0,tertiary
multitudes,142,1,0,1,multitudes,unknown,0.0,tertiary
hosts,141,1,0,1,hosts,unknown,0.0,tertiary
the second with heads of goats with shaggy beards and horned,138,1,0,1,the second with heads of goats with shaggy beards and horned,unknown,0.0,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--his spouse,226,1,0,1,Murtough's spouse,unknown,0.0,tertiary
famous fighting men,268,1,0,1,famous fighting men,male,1.0,tertiary
the Ancient Peoples of the Fairy Tribes of Erin,298,1,0,1,the Ancient Peoples of the Fairy Tribes of Erin,unknown,0.0,tertiary
fair nobles,271,1,0,1,fair nobles,unknown,0.0,tertiary
sister,295,1,0,1,sister,female,1.0,tertiary
the son of Dian,291,1,0,1,the son of Dian,unknown,0.0,tertiary
the men of the whole world,288,1,0,1,the men of the whole world,male,1.0,tertiary
the daughter of Sige,290,1,0,1,the daughter of Sige,unknown,0.0,tertiary
the maiden,282,1,0,1,the maiden,female,1.0,tertiary
the Great,280,1,0,1,the Great,unknown,0.0,tertiary
the descendants of Ugaine,279,1,0,1,the descendants of Ugaine,unknown,0.0,tertiary
the noble race of Conn,278,1,0,1,the noble race of Conn,unknown,0.0,tertiary
High King of Erin,277,1,0,1,High King of Erin,male,1.0,tertiary
no man,201,1,0,1,no man,male,1.0,tertiary
the Boyne,8,1,0,1,the Boyne,unknown,0.0,tertiary
Dian,32,1,0,1,Dian,unknown,0.0,tertiary
Souls,28,1,0,1,Souls,unknown,0.0,tertiary
the King--my people,275,1,0,1,the King's people,unknown,0.0,tertiary
the folk that were feasting within the house,183,1,0,1,the folk that were feasting within the house,unknown,0.0,tertiary
troops,182,1,0,1,troops,unknown,0.0,tertiary
the maid of elfin birth,272,1,0,1,the maid of elfin birth,unknown,0.0,tertiary
Ath Sigi,33,1,0,1,Ath Sigi,unknown,0.0,tertiary
High King of Ireland and of the West,286,1,0,1,High King of Ireland and of the West,male,1.0,tertiary
my father,293,1,0,1,my father,male,1.0,tertiary
a daughter of fair nobles,270,1,0,1,a daughter of fair nobles,unknown,0.0,tertiary
my mother,294,1,0,1,my mother,female,1.0,tertiary
"sheep of lifeless stones , and swine of ferns",267,1,0,1,"sheep of lifeless stones , and swine of ferns",unknown,0.0,tertiary
some goddess of the older world,118,1,0,1,some goddess of the older world,unknown,0.0,tertiary
one another,266,1,0,1,one another,unknown,0.0,tertiary
Star - bright and beautiful--the Boyne her father and her mother and her sister,64,1,0,1,Star - bright and beautiful's Boyne her father and her mother and her sister,female,0.5,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--your children,236,1,0,1,Murtough's children,unknown,0.0,tertiary
Cletty of the Boyne,83,1,0,1,Cletty of the Boyne,unknown,0.0,tertiary
all the men of Erin,233,1,0,1,all the men of Erin,male,1.0,tertiary
King of Erin,231,1,0,1,King of Erin,male,1.0,tertiary
son of Erc,230,1,0,1,son of Erc,unknown,0.0,tertiary
the skilled craftsman,78,1,0,1,the skilled craftsman,unknown,0.0,tertiary
the King--all his comrades,77,1,0,1,the King's his comrades,unknown,0.0,tertiary
the witch woman,72,1,0,1,the witch woman,female,1.0,tertiary
women,68,1,0,1,women,female,1.0,tertiary
Star - bright and beautiful--her sister,67,1,0,1,Star - bright and beautiful's sister,female,1.0,tertiary
Star - bright and beautiful--her mother,66,1,0,1,Star - bright and beautiful's mother,female,1.0,tertiary
Star - bright and beautiful--her father,65,1,0,1,Star - bright and beautiful's father,male,1.0,tertiary
Star - bright and beautiful--her fatherland,63,1,0,1,Star - bright and beautiful's fatherland,unknown,0.0,tertiary
men fiercely fighting in conflict,265,1,0,1,men fiercely fighting in conflict,male,1.0,tertiary
"the Ancient Peoples of the Fairy Tribes of Erin , her country and her fatherland",61,1,0,1,"the Ancient Peoples of the Fairy Tribes of Erin , her country and her fatherland",unknown,0.0,tertiary
"a witch woman in that country whose name was "" Sigh , Sough",229,1,0,1,"a witch woman in that country whose name was "" Sigh , Sough",female,1.0,tertiary
the King--his boon companions,56,1,0,1,the King's boon companions,unknown,0.0,tertiary
the God of Youth and Beauty,53,1,0,1,the God of Youth and Beauty,unknown,0.0,tertiary
son of Art,49,1,0,1,son of Art,unknown,0.0,tertiary
Cormac,19,1,0,1,Cormac,unknown,0.0,tertiary
enemies,46,1,0,1,enemies,unknown,0.0,tertiary
a wild and lawless prince,45,1,0,1,a wild and lawless prince,male,1.0,tertiary
abbots of the Church,42,1,0,1,abbots of the Church,unknown,0.0,tertiary
bishops,41,1,0,1,bishops,unknown,0.0,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--his three brothers,40,1,0,1,Murtough's three brothers,male,1.0,tertiary
the people--their forefathers,37,1,0,1,the people's forefathers,unknown,0.0,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--all the clerics that are in your house,238,1,0,1,Murtough's the clerics that are in your house,unknown,0.0,tertiary
any cleric,241,1,0,1,any cleric,unknown,0.0,tertiary
those that were of the Christian faith,85,1,0,1,those that were of the Christian faith,unknown,0.0,tertiary
any man,247,1,0,1,any man,male,1.0,tertiary
worker of miracles,262,1,0,1,worker of miracles,unknown,0.0,tertiary
men of the ancient family of Adam and of Eve,260,1,0,1,men of the ancient family of Adam and of Eve,male,1.0,tertiary
the race of men of the ancient family of Adam and of Eve,259,1,0,1,the race of men of the ancient family of Adam and of Eve,male,1.0,tertiary
a daughter of the race of men of the ancient family of Adam and of Eve,258,1,0,1,a daughter of the race of men of the ancient family of Adam and of Eve,male,1.0,tertiary
the Christian teachers,123,1,0,1,the Christian teachers,unknown,0.0,tertiary
the God of the clerics,117,1,0,1,the God of the clerics,unknown,0.0,tertiary
a great goddess of the ancient time,116,1,0,1,a great goddess of the ancient time,unknown,0.0,tertiary
a woman more goodly of appearance,114,1,0,1,a woman more goodly of appearance,female,1.0,tertiary
the Kings itself,256,1,0,1,the Kings itself,male,1.0,tertiary
Tara of the Kings itself,255,1,0,1,Tara of the Kings itself,male,1.0,tertiary
the lords of the clans of Owen or of Niall,254,1,0,1,the lords of the clans of Owen or of Niall,unknown,0.0,tertiary
the Kings of mighty Ulster,253,1,0,1,the Kings of mighty Ulster,male,1.0,tertiary
the Kings of Leinster,252,1,0,1,the Kings of Leinster,male,1.0,tertiary
the minstrels,108,1,0,1,the minstrels,unknown,0.0,tertiary
the clan of Niall,107,1,0,1,the clan of Niall,unknown,0.0,tertiary
the goodly nobles of the clan of Niall,106,1,0,1,the goodly nobles of the clan of Niall,unknown,0.0,tertiary
Duivsech--her own soul - friend,103,1,0,1,Duivsech's own soul - friend,unknown,0.0,tertiary
"Duivsech--the half - brother of her husband , and her own soul - friend",101,1,0,1,"Duivsech's half - brother of her husband , and her own soul - friend",male,1.0,tertiary
Duivsech--her children,100,1,0,1,Duivsech's children,unknown,0.0,tertiary
two great and gallant battalions,97,1,0,1,two great and gallant battalions,unknown,0.0,tertiary
the children of Niall,96,1,0,1,the children of Niall,unknown,0.0,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--his own clan,95,1,0,1,Murtough's own clan,unknown,0.0,tertiary
Murtough/Mac Erca/Murtough Mac Erca/O Murtough--the nobles of his own clan,94,1,0,1,Murtough's nobles of his own clan,unknown,0.0,tertiary
children,93,1,0,1,children,unknown,0.0,tertiary
woman,248,1,0,1,woman,female,1.0,tertiary
the maiden who had wrought them woe,227,1,0,1,the maiden who had wrought them woe,female,1.0,tertiary
