clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the wee folk,91,1,2,3,the wee folk,unknown,0.0,tertiary
father,174,1,1,2,father,male,1.0,tertiary
Stephen,6,2,0,2,Stephen,unknown,0.0,tertiary
the widow,15,2,0,2,the widow,unknown,0.0,tertiary
The daughter,125,1,1,2,The daughter,female,1.0,tertiary
their guest,80,2,0,2,their guest,unknown,0.0,tertiary
the lady's father--his daughter,164,1,1,2,the lady's father's daughter,female,1.0,tertiary
the gentleman,169,1,1,2,the gentleman,male,1.0,tertiary
passersby,24,1,1,2,passersby,group/nonbinary,1.0,tertiary
The three inmates of the cabin,101,1,1,2,The three inmates of the cabin,group/nonbinary,1.0,tertiary
Halloween,11,2,0,2,Halloween,unknown,0.0,tertiary
the deaf and dumb girl,77,1,1,2,the deaf and dumb girl,female,1.0,tertiary
"the rash youth , thirsting for adventure",43,1,1,2,"the rash youth , thirsting for adventure",unknown,0.0,tertiary
The old gentleman/the old gentleman--his son - in - law,127,1,0,1,The old gentleman's son - in - law,unknown,0.0,tertiary
Jamie's mother--my poor boy,159,1,0,1,Jamie's mother's poor boy,male,1.0,tertiary
The gentleman that lives here--your father,171,1,0,1,The gentleman that lives here's father,male,1.0,tertiary
an impostor,172,1,0,1,an impostor,unknown,0.0,tertiary
one another,103,1,0,1,one another,unknown,0.0,tertiary
son,123,1,0,1,son,unknown,0.0,tertiary
the servant who opened the door,109,1,0,1,the servant who opened the door,unknown,0.0,tertiary
The poor girl's poor wife--her daughter,180,1,0,1,The poor girl's poor wife's daughter,unknown,0.0,tertiary
the lady/The lady--my girl,167,1,0,1,the lady's girl,female,1.0,tertiary
Mother--your daughter,181,1,0,1,Mother's daughter,unknown,0.0,tertiary
Sullivan,13,1,0,1,Sullivan,unknown,0.0,tertiary
the lady 's father,111,1,0,1,the lady 's father,female,0.5,tertiary
poor girl,168,1,0,1,poor girl,female,1.0,tertiary
foolitch fellow,149,1,0,1,foolitch fellow,unknown,0.0,tertiary
the son--a lady like you,153,1,0,1,the son's lady like you,female,1.0,tertiary
little figures flitting to and fro,25,1,0,1,little figures flitting to and fro,unknown,0.0,tertiary
a child of five years old,37,1,0,1,a child of five years old,unknown,0.0,tertiary
little people,36,1,0,1,little people,unknown,0.0,tertiary
"Numbers of little people , the largest about the size of a child of five years old",35,1,0,1,"Numbers of little people , the largest about the size of a child of five years old",unknown,0.0,tertiary
so venturesome and foolitch,139,1,0,1,so venturesome and foolitch,unknown,0.0,tertiary
the widow 's only son,138,1,0,1,the widow 's only son,unknown,0.0,tertiary
the little figures,29,1,0,1,the little figures,unknown,0.0,tertiary
"the "" wee folk",134,1,0,1,"the "" wee folk",unknown,0.0,tertiary
"the old woman--the fair trembling visitor , who was turning in dumb sorrow and wonder from her to Jamie",81,1,0,1,"the old woman's fair trembling visitor , who was turning in dumb sorrow and wonder from her to Jamie",unknown,0.0,tertiary
mortals,21,1,0,1,mortals,unknown,0.0,tertiary
"Jamie/Jamie Freel--Neighbours who lived pretty close to him , whom he had never seen , who are , indeed , rarely seen by mortals , except on May Eves or Halloweens",20,1,0,1,"Jamie's who lived pretty close to him , whom he had never seen , who are , indeed , rarely seen by mortals , except on May Eves or Halloweens",unknown,0.0,tertiary
Jamie/Jamie Freel--neighbours of whose opinions he was ignorant,19,1,0,1,Jamie's of whose opinions he was ignorant,unknown,0.0,tertiary
the best son ever known or heard of,18,1,0,1,the best son ever known or heard of,unknown,0.0,tertiary
Jamie/Jamie Freel--his neighbours,17,1,0,1,Jamie's neighbours,unknown,0.0,tertiary
the widow 's sole support,16,1,0,1,the widow 's sole support,unknown,0.0,tertiary
others,38,1,0,1,others,unknown,0.0,tertiary
the company--their visitor,40,1,0,1,the company's visitor,unknown,0.0,tertiary
Jamie/Jamie Freel--his hosts,42,1,0,1,Jamie's hosts,unknown,0.0,tertiary
a young lady,142,1,0,1,a young lady,female,1.0,tertiary
people,52,1,0,1,people,unknown,0.0,tertiary
the fairies,53,1,0,1,the fairies,unknown,0.0,tertiary
all the rest,54,1,0,1,all the rest,unknown,0.0,tertiary
The troop,59,1,0,1,The troop,unknown,0.0,tertiary
one rider,62,1,0,1,one rider,unknown,0.0,tertiary
Rathmullan,7,1,0,1,Rathmullan,unknown,0.0,tertiary
Milford,8,1,0,1,Milford,unknown,0.0,tertiary
Tamney,9,1,0,1,Tamney,unknown,0.0,tertiary
the baffled elves,69,1,0,1,the baffled elves,unknown,0.0,tertiary
the smallest of the party,71,1,0,1,the smallest of the party,unknown,0.0,tertiary
the party,72,1,0,1,the party,unknown,0.0,tertiary
the young girl,73,1,0,1,the young girl,female,1.0,tertiary
Poor crathur,10,1,0,1,Poor crathur,unknown,0.0,tertiary
Jamie/Jamie Freel--his father - in - law,132,1,0,1,Jamie's father - in - law,male,1.0,tertiary
