clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
the worshipers,102,1,0,1,the worshipers,unknown,0.0,tertiary
a small boy,110,1,0,1,a small boy,male,1.0,tertiary
The master,113,1,0,1,The master,unknown,0.0,tertiary
the Pagoda - bearing King of Heaven,140,1,0,1,the Pagoda - bearing King of Heaven,male,1.0,tertiary
Notscha--his second son,116,1,0,1,Notscha's second son,unknown,0.0,tertiary
the Great One floating by,126,1,0,1,the Great One floating by,unknown,0.0,tertiary
the disciple of the holy Pu Hain,117,1,0,1,the disciple of the holy Pu Hain,unknown,0.0,tertiary
the holy Pu Hain,11,1,0,1,the holy Pu Hain,unknown,0.0,tertiary
the White Crane,12,1,0,1,the White Crane,unknown,0.0,tertiary
the old Buddha of the Radiance of the Light,134,1,0,1,the old Buddha of the Radiance of the Light,unknown,0.0,tertiary
the holy Wen Dschu of the Hill of the Five Dragons,120,1,0,1,the holy Wen Dschu of the Hill of the Five Dragons,unknown,0.0,tertiary
the great general Li Dsing,17,1,0,1,the great general Li Dsing,unknown,0.0,tertiary
a god,185,1,0,1,a god,unknown,0.0,tertiary
another saint,132,1,0,1,another saint,unknown,0.0,tertiary
Li Dsing 's oldest son,123,1,0,1,Li Dsing 's oldest son,unknown,0.0,tertiary
Notscha--his unruly brother,125,1,0,1,Notscha's unruly brother,male,1.0,tertiary
the master of Gintscha,122,1,0,1,the master of Gintscha,unknown,0.0,tertiary
Notscha--My parents,176,1,0,1,Notscha's parents,unknown,0.0,tertiary
a new god,183,1,0,1,a new god,unknown,0.0,tertiary
The oldest daughter of the Ruler of Heaven--Her sons,18,1,0,1,The oldest daughter of the Ruler of Heaven's sons,unknown,0.0,tertiary
your son,158,1,0,1,your son,unknown,0.0,tertiary
many men,160,1,0,1,many men,male,1.0,tertiary
a Taoist priest--my pupil,161,1,0,1,a Taoist priest's pupil,unknown,0.0,tertiary
a Triton,36,1,0,1,a Triton,unknown,0.0,tertiary
a watchman,40,1,0,1,a watchman,unknown,0.0,tertiary
the Triton,41,1,0,1,the Triton,unknown,0.0,tertiary
a boy,42,1,0,1,a boy,male,1.0,tertiary
an armed man who cried in a loud voice--my Triton,162,1,0,1,an armed man who cried in a loud voice's Triton,male,1.0,tertiary
the son of the Dragon - King,164,1,0,1,the son of the Dragon - King,male,1.0,tertiary
the son of General Li Dsing,166,1,0,1,the son of General Li Dsing,unknown,0.0,tertiary
Notscha--your father,167,1,0,1,Notscha's father,male,1.0,tertiary
the dragon - youth,50,1,0,1,the dragon - youth,unknown,0.0,tertiary
dragon - sinews make good cords,168,1,0,1,dragon - sinews make good cords,unknown,0.0,tertiary
"the Dragon - King , full of fury",52,1,0,1,"the Dragon - King , full of fury",male,1.0,tertiary
Notscha 's father,53,1,0,1,Notscha 's father,male,1.0,tertiary
General Li Dsing/Li Dsing--my boy,170,1,0,1,General Li Dsing's boy,male,1.0,tertiary
an apparition,23,1,0,1,an apparition,unknown,0.0,tertiary
the Ruler of the Heaven,56,1,0,1,the Ruler of the Heaven,unknown,0.0,tertiary
the Ruler of Heaven,16,1,0,1,the Ruler of Heaven,unknown,0.0,tertiary
the Heavenly Son,155,1,0,1,the Heavenly Son,unknown,0.0,tertiary
Notscha--the watchman at his post,65,1,0,1,Notscha's watchman at his post,unknown,0.0,tertiary
the Dragon Kings of the four seas,83,1,0,1,the Dragon Kings of the four seas,male,1.0,tertiary
This boy,156,1,0,1,This boy,male,1.0,tertiary
Notscha--your mother,177,1,0,1,Notscha's mother,female,1.0,tertiary
a human body,181,1,0,1,a human body,unknown,0.0,tertiary
the tyrant Dschou - Sin,4,1,0,1,the tyrant Dschou - Sin,unknown,0.0,tertiary
