clustered_names,coref_idx,name_mentions,pronoun_mentions,total,easy_name,gender,gender_certainty,importance
"a number of brave young sons of kings , as well as other young men , who would have liked to have talked to the beautiful maiden . And when they found that this was forbidden them , they conceived a great hatred for the king . At length they took counsel with an old woman who was wiser than most folk . They told her to arrange matters in such wise that the king 's daughter and her maid might come into disrepute , without their having anything to do with it",34,1,0,1,"a number of brave young sons of kings , as well as other young men , who would have liked to have talked to the beautiful maiden . And when they found that this was forbidden them , they conceived a great hatred for the king . At length they took counsel with an old woman who was wiser than most folk . They told her to arrange matters in such wise that the king 's daughter and her maid might come into disrepute , without their having anything to do with it",female,0.5,tertiary
brave young sons of kings,35,1,0,1,brave young sons of kings,male,1.0,tertiary
little fellows,363,1,0,1,little fellows,unknown,0.0,tertiary
kings,36,1,0,1,kings,male,1.0,tertiary
other young men,37,1,0,1,other young men,male,1.0,tertiary
the beautiful maiden,38,1,0,1,the beautiful maiden,female,1.0,tertiary
both girls,72,1,0,1,both girls,female,1.0,tertiary
other children,68,1,0,1,other children,unknown,0.0,tertiary
most folk,42,1,0,1,most folk,unknown,0.0,tertiary
The king 's daughter/the king 's daughter--the son of her maid,65,1,0,1,The king 's daughter's son of her maid,male,1.0,tertiary
The old hag,46,1,0,1,The old hag,unknown,0.0,tertiary
a child,61,1,0,1,a child,unknown,0.0,tertiary
the troll - woman,59,1,0,1,the troll - woman,female,1.0,tertiary
queen,368,1,0,1,queen,female,1.0,tertiary
"The king 's daughter/the king 's daughter--a courtier , who had promised to rescue her",112,1,0,1,"The king 's daughter's courtier , who had promised to rescue her",male,1.0,tertiary
each of the king 's daughters,253,1,0,1,each of the king 's daughters,male,1.0,tertiary
a maid,23,1,0,1,a maid,unknown,0.0,tertiary
the king/The king--his whole court,245,1,0,1,the king's whole court,unknown,0.0,tertiary
the king/The king--his youngest daughter,242,1,0,1,the king's youngest daughter,unknown,0.0,tertiary
the one who had hid away in the tree,240,1,0,1,the one who had hid away in the tree,unknown,0.0,tertiary
the whole court,237,1,0,1,the whole court,unknown,0.0,tertiary
the girls,54,1,0,1,the girls,female,1.0,tertiary
the maiden,198,1,0,1,the maiden,female,1.0,tertiary
the youngest princess--the daring courtier who claimed to have rescued her sisters,186,1,0,1,the youngest princess's daring courtier who claimed to have rescued her sisters,female,1.0,tertiary
the most lovely maiden ever known,13,1,0,1,the most lovely maiden ever known,female,1.0,tertiary
heroes,181,1,0,1,heroes,unknown,0.0,tertiary
The princess/the princess--her sister,169,1,0,1,The princess's sister,female,1.0,tertiary
the people,148,1,0,1,the people,unknown,0.0,tertiary
the lovely princess,144,1,0,1,the lovely princess,female,1.0,tertiary
a king--a queen that he loved with a great love,5,1,0,1,a king's queen that he loved with a great love,female,1.0,tertiary
the foe,16,1,0,1,the foe,unknown,0.0,tertiary
no one to whom the king could entrust his daughter while he was away at war,17,1,0,1,no one to whom the king could entrust his daughter while he was away at war,male,1.0,tertiary
each other,204,1,0,1,each other,unknown,0.0,tertiary
