sentence_id,verb_id,verb,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,subj_coref_ids,subj_start_byte,subj_end_byte,subj_start_byte_text,subj_end_byte_text,dobj_coref_ids,dobj_start_byte,dobj_end_byte,dobj_start_byte_text,dobj_end_byte_text,event_label
12,3,repaired,101,109,2004,2012,5,92.0,100.0,1995.0,2003.0,,110.0,126.0,2013.0,2029.0,1
13,0,remained,14,22,2045,2053,16,3.0,13.0,2034.0,2044.0,,23.0,41.0,2054.0,2072.0,0
13,2,feared,71,77,2102,2108,,,,,,16,78.0,159.0,2109.0,2190.0,1
13,5,overwhelmed,95,106,2126,2137,16,83.0,85.0,2114.0,2116.0,,107.0,121.0,2138.0,2152.0,1
13,7,met,130,133,2161,2164,16,83.0,85.0,2114.0,2116.0,,134.0,159.0,2165.0,2190.0,1
13,8,offered,170,177,2201,2208,5,161.0,169.0,2192.0,2200.0,5,181.0,192.0,2212.0,2223.0,1
14,0,was,3,6,2256,2259,,,,,,5,7.0,12.0,2260.0,2265.0,0
14,1,fasted,22,28,2275,2281,5,18.0,21.0,2271.0,2274.0,,,,,,1
14,2,mused,30,35,2283,2288,5,18.0,21.0,2271.0,2274.0,,,,,,1
14,3,strolled,41,49,2294,2302,5,18.0,21.0,2271.0,2274.0,,,,,,0
15,0,became,14,20,2318,2324,5,0.0,13.0,2304.0,2317.0,"5,39",21.0,207.0,2325.0,2511.0,1
15,1,engrossed,24,33,2328,2337,,,,,,"5,39",34.0,91.0,2338.0,2395.0,0
15,2,began,70,75,2374,2379,39,58.0,69.0,2362.0,2373.0,5,76.0,207.0,2380.0,2511.0,1
15,3,suspect,79,86,2383,2390,39,58.0,69.0,2362.0,2373.0,5,87.0,207.0,2391.0,2511.0,1
15,5,enticed,113,120,2417,2424,,92.0,108.0,2396.0,2412.0,5,121.0,124.0,2425.0,2428.0,1
15,7,cast,148,152,2452,2456,,92.0,108.0,2396.0,2412.0,5,153.0,161.0,2457.0,2465.0,1
15,8,had,180,183,2484,2487,5,176.0,179.0,2480.0,2483.0,,188.0,207.0,2492.0,2511.0,1
15,9,resist,201,207,2505,2511,5,162.0,169.0,2466.0,2473.0,,,,,,1
16,3,followed,70,78,2583,2591,44,41.0,51.0,2554.0,2564.0,5,79.0,82.0,2592.0,2595.0,1
16,4,overheard,84,93,2597,2606,"5,44",41.0,82.0,2554.0,2595.0,"5,45",94.0,107.0,2607.0,2620.0,1
16,5,murmuring,98,107,2611,2620,,,,,,45,108.0,147.0,2621.0,2660.0,1
16,6,appeals,149,156,2662,2669,"5,44",41.0,82.0,2554.0,2595.0,,169.0,198.0,2682.0,2711.0,0
17,0,whispered,0,9,2714,2723,,,,,,5,10.0,18.0,2724.0,2732.0,1
19,0,visit,0,5,2804,2809,,,,,,5,6.0,28.0,2810.0,2832.0,1
21,0,lead,0,4,2931,2935,,,,,,5,5.0,19.0,2936.0,2950.0,1
23,0,concluded,4,13,3076,3085,5,0.0,3.0,3072.0,3075.0,46,170.0,279.0,3242.0,3351.0,1
23,1,turning,15,22,3087,3094,5,0.0,3.0,3072.0,3075.0,5,104.0,124.0,3176.0,3196.0,1
23,4,shed,127,131,3199,3203,,73.0,78.0,3145.0,3150.0,5,132.0,137.0,3204.0,3209.0,1
23,6,show,256,260,3328,3332,,209.0,217.0,3281.0,3289.0,46,261.0,279.0,3333.0,3351.0,1
25,0,hear,0,4,3362,3366,,,,,,121,6.0,30.0,3368.0,3392.0,1
25,1,hear,8,12,3370,3374,,6.0,7.0,3368.0,3369.0,121,13.0,30.0,3375.0,3392.0,1
26,0,drew,56,60,3451,3455,46,12.0,55.0,3407.0,3450.0,5,66.0,87.0,3461.0,3482.0,1
26,1,walked,147,153,3542,3548,5,143.0,146.0,3538.0,3541.0,,,,,,1
27,0,engaged,19,26,3663,3670,,0.0,12.0,3644.0,3656.0,51,27.0,69.0,3671.0,3713.0,1
27,1,passed,71,77,3715,3721,51,0.0,69.0,3644.0,3713.0,5,78.0,84.0,3722.0,3728.0,1
27,2,had,125,128,3769,3772,5,121.0,124.0,3765.0,3768.0,,129.0,139.0,3773.0,3783.0,1
28,0,assembled,41,50,3826,3835,52,5.0,40.0,3790.0,3825.0,,,,,,1
28,1,play,54,58,3839,3843,52,5.0,40.0,3790.0,3825.0,,,,,,1
28,2,would,165,170,3950,3955,5,156.0,164.0,3941.0,3949.0,5,171.0,272.0,3956.0,4057.0,0
28,3,sit,171,174,3956,3959,5,156.0,164.0,3941.0,3949.0,,175.0,183.0,3960.0,3968.0,1
28,4,enter,191,196,3976,3981,5,156.0,164.0,3941.0,3949.0,,207.0,234.0,3992.0,4019.0,1
28,5,show,241,245,4026,4030,5,156.0,164.0,3941.0,3949.0,5,246.0,272.0,4031.0,4057.0,1
28,6,was,254,257,4039,4042,,251.0,253.0,4036.0,4038.0,5,258.0,272.0,4043.0,4057.0,0
29,0,formed,45,51,4104,4110,54,28.0,44.0,4087.0,4103.0,,52.0,75.0,4111.0,4134.0,1
29,2,handed,171,177,4230,4236,5,160.0,163.0,4219.0,4222.0,,178.0,180.0,4237.0,4239.0,1
29,3,attempting,195,205,4254,4264,5,160.0,163.0,4219.0,4222.0,,206.0,213.0,4265.0,4272.0,1
29,4,play,209,213,4268,4272,5,160.0,163.0,4219.0,4222.0,,,,,,1
29,5,took,225,229,4284,4288,5,221.0,224.0,4280.0,4283.0,,230.0,236.0,4289.0,4295.0,1
30,3,assembled,80,89,4411,4420,56,45.0,74.0,4376.0,4405.0,,,,,,1
30,4,plucking,112,120,4443,4451,56,45.0,74.0,4376.0,4405.0,,121.0,138.0,4452.0,4469.0,1
31,2,found,44,49,4515,4520,58,0.0,16.0,4471.0,4487.0,,50.0,59.0,4521.0,4530.0,1
31,3,congratulated,75,88,4546,4559,60,65.0,74.0,4536.0,4545.0,"58,61,16",89.0,92.0,4560.0,4563.0,1
31,4,was,114,117,4585,4588,61,98.0,113.0,4569.0,4584.0,"61,16",118.0,150.0,4589.0,4621.0,0
32,0,blushed,4,11,4627,4634,5,0.0,3.0,4623.0,4626.0,5,49.0,52.0,4672.0,4675.0,1
32,1,hiding,17,23,4640,4646,,,,,,5,24.0,47.0,4647.0,4670.0,1
32,2,thanked,53,60,4676,4683,5,49.0,52.0,4672.0,4675.0,"5,7",61.0,137.0,4684.0,4760.0,1
32,3,was,85,88,4708,4711,,,,,,5,89.0,118.0,4712.0,4741.0,0
32,5,found,132,137,4755,4760,5,89.0,117.0,4712.0,4740.0,,,,,,1
33,0,chanced,13,20,4775,4782,,,,,,"5,64",21.0,188.0,4783.0,4950.0,1
33,2,espied,65,71,4827,4833,,26.0,33.0,4788.0,4795.0,5,72.0,188.0,4834.0,4950.0,1
33,4,plucked,106,113,4868,4875,5,75.0,96.0,4837.0,4858.0,,114.0,116.0,4876.0,4878.0,1
35,0,is,11,13,5041,5043,122,1.0,10.0,5031.0,5040.0,,14.0,31.0,5044.0,5061.0,0
36,0,exclaimed,0,9,5064,5073,,,,,,"66,8",10.0,23.0,5074.0,5087.0,1
37,0,see,2,5,5171,5174,,,,,,125,6.0,57.0,5175.0,5226.0,0
37,1,stooping,26,34,5195,5203,125,14.0,25.0,5183.0,5194.0,,,,,,1
37,2,enters,41,47,5210,5216,125,38.0,40.0,5207.0,5209.0,,48.0,57.0,5217.0,5226.0,1
38,0,See,0,3,5228,5231,,,,,,125,4.0,7.0,5232.0,5235.0,0
38,1,signs,12,17,5240,5245,,4.0,7.0,5232.0,5235.0,125,18.0,58.0,5246.0,5286.0,1
38,2,crouched,26,34,5254,5262,125,23.0,25.0,5251.0,5253.0,,,,,,1
38,3,crept,41,46,5269,5274,125,38.0,40.0,5266.0,5268.0,,,,,,1
39,0,Is,0,2,5288,5290,,,,,,",125",3.0,5.0,5291.0,5293.0,0
39,1,was,50,53,5338,5341,,,,,,125,67.0,78.0,5355.0,5366.0,0
41,2,take,28,32,5405,5409,128,14.0,22.0,5391.0,5399.0,,33.0,37.0,5410.0,5414.0,1
42,0,accompanied,22,33,5469,5480,,0.0,15.0,5447.0,5462.0,68,34.0,106.0,5481.0,5553.0,1
42,1,bowed,57,62,5504,5509,8,0.0,21.0,5447.0,5468.0,,63.0,71.0,5510.0,5518.0,1
43,0,went,3,7,5558,5562,8,0.0,2.0,5555.0,5557.0,125,13.0,55.0,5568.0,5610.0,1
43,1,See,13,16,5568,5571,,,,,,125,17.0,55.0,5572.0,5610.0,1
43,2,stoops,24,30,5579,5585,125,21.0,23.0,5576.0,5578.0,,,,,,1
43,3,breaks,37,43,5592,5598,125,34.0,36.0,5589.0,5591.0,,48.0,55.0,5603.0,5610.0,1
48,0,is,3,5,5682,5684,,0.0,2.0,5679.0,5681.0,"122,125",6.0,36.0,5685.0,5715.0,0
48,1,is,24,26,5703,5705,125,12.0,23.0,5691.0,5702.0,122,27.0,36.0,5706.0,5715.0,0
49,0,turned,3,9,5721,5727,8,0.0,2.0,5718.0,5720.0,,,,,,1
49,4,exclaimed,116,125,5834,5843,8,0.0,2.0,5718.0,5720.0,"5,125",128.0,158.0,5846.0,5876.0,1
49,5,is,150,152,5868,5870,125,138.0,149.0,5856.0,5867.0,,153.0,158.0,5871.0,5876.0,0
51,1,called,55,61,6072,6078,72,17.0,54.0,6034.0,6071.0,16,62.0,83.0,6079.0,6100.0,1
52,0,was,3,6,6105,6108,8,0.0,2.0,6102.0,6104.0,,7.0,21.0,6109.0,6123.0,0
53,0,enjoyed,8,15,6141,6148,8,5.0,7.0,6138.0,6140.0,,16.0,27.0,6149.0,6160.0,1
53,1,was,52,55,6185,6188,8,43.0,51.0,6176.0,6184.0,"77,8,76",56.0,139.0,6189.0,6272.0,0
53,2,accepted,96,104,6229,6237,76,84.0,95.0,6217.0,6228.0,"77,8",105.0,108.0,6238.0,6241.0,1
54,0,hoped,5,10,6279,6284,76,0.0,4.0,6274.0,6278.0,"5,8",11.0,158.0,6285.0,6432.0,1
54,2,would,38,43,6312,6317,,,,,,5,44.0,95.0,6318.0,6369.0,0
54,3,draw,44,48,6318,6322,8,16.0,37.0,6290.0,6311.0,5,54.0,78.0,6328.0,6352.0,1
54,6,directed,135,143,6409,6417,5,109.0,112.0,6383.0,6386.0,5,144.0,158.0,6418.0,6432.0,1
55,0,was,3,6,6437,6440,,0.0,2.0,6434.0,6436.0,"81,8,82",7.0,65.0,6441.0,6499.0,0
55,2,pictured,39,47,6473,6481,"81,8",7.0,23.0,6441.0,6457.0,,,,,,1
55,3,objecting,80,89,6514,6523,,,,,,8,90.0,100.0,6524.0,6534.0,1
55,4,giving,105,111,6539,6545,,,,,,5,112.0,128.0,6546.0,6562.0,1
55,5,declined,146,154,6580,6588,5,130.0,138.0,6564.0,6572.0,8,155.0,168.0,6589.0,6602.0,1
56,0,ascribed,12,20,6616,6624,76,0.0,11.0,6604.0,6615.0,84,21.0,66.0,6625.0,6670.0,1
56,2,paying,72,78,6676,6682,76,0.0,11.0,6604.0,6615.0,5,79.0,109.0,6683.0,6713.0,1
57,0,came,18,22,6786,6790,86,0.0,17.0,6768.0,6785.0,,23.0,40.0,6791.0,6808.0,1
57,1,refused,55,62,6823,6830,5,46.0,54.0,6814.0,6822.0,86,63.0,73.0,6831.0,6841.0,1
57,2,see,66,69,6834,6837,5,46.0,54.0,6814.0,6822.0,86,70.0,73.0,6838.0,6841.0,1
58,0,informing,1,10,6843,6852,,,,,,"5,39",11.0,22.0,6853.0,6864.0,1
58,2,consent,63,70,6905,6912,5,47.0,50.0,6889.0,6892.0,,71.0,83.0,6913.0,6925.0,1
59,1,been,7,11,6934,6938,,,,,,5,12.0,22.0,6939.0,6949.0,0
59,2,pass,26,30,6953,6957,,,,,,5,31.0,48.0,6958.0,6975.0,0
61,0,repaired,16,24,7225,7233,5,0.0,11.0,7209.0,7220.0,,,,,,1
61,1,reclining,37,46,7246,7255,5,0.0,11.0,7209.0,7220.0,,,,,,1
61,2,fancied,90,97,7299,7306,5,86.0,89.0,7295.0,7298.0,5,98.0,135.0,7307.0,7344.0,1
61,3,heard,107,112,7316,7321,5,103.0,106.0,7312.0,7315.0,5,113.0,135.0,7322.0,7344.0,1
61,4,addressing,121,131,7330,7340,,113.0,120.0,7322.0,7329.0,5,132.0,135.0,7341.0,7344.0,1
63,1,heard,39,44,7427,7432,5,35.0,38.0,7423.0,7426.0,132,45.0,76.0,7433.0,7464.0,1
64,0,think,0,5,7466,7471,,,,,,5,6.0,19.0,7472.0,7485.0,1
66,0,be,9,11,7521,7523,,,,,,132,12.0,21.0,7524.0,7533.0,0
67,0,leaning,9,16,7636,7643,132,0.0,8.0,7627.0,7635.0,,,,,,1
69,2,quit,42,46,7746,7750,,9.0,12.0,7713.0,7716.0,134,47.0,79.0,7751.0,7783.0,1
70,0,will,20,24,7835,7839,5,10.0,11.0,7825.0,7826.0,,25.0,60.0,7840.0,7875.0,0
70,1,fling,25,30,7840,7845,5,10.0,11.0,7825.0,7826.0,,,,,,1
71,0,will,2,6,7879,7883,,,,,,132,7.0,73.0,7884.0,7950.0,0
71,1,breathe,7,14,7884,7891,5,0.0,1.0,7877.0,7878.0,,15.0,45.0,7892.0,7922.0,1
72,0,'ll,18,21,7970,7973,5,17.0,18.0,7969.0,7970.0,132,22.0,68.0,7974.0,8020.0,0
72,1,waft,22,26,7974,7978,5,17.0,18.0,7969.0,7970.0,132,27.0,31.0,7979.0,7983.0,1
73,0,will,2,6,8024,8028,,,,,,132,7.0,60.0,8029.0,8082.0,0
73,1,deck,7,11,8029,8033,5,0.0,1.0,8022.0,8023.0,132,12.0,60.0,8034.0,8082.0,1
76,0,was,10,13,8209,8212,5,0.0,9.0,8199.0,8208.0,,14.0,19.0,8213.0,8218.0,0
76,1,fixed,14,19,8213,8218,5,0.0,9.0,8199.0,8208.0,,,,,,0
77,0,should,17,23,8237,8243,92,0.0,16.0,8220.0,8236.0,5,24.0,38.0,8244.0,8258.0,0
77,1,clasp,24,29,8244,8249,92,0.0,16.0,8220.0,8236.0,5,30.0,38.0,8250.0,8258.0,1
78,0,listened,4,12,8264,8272,5,0.0,3.0,8260.0,8263.0,,13.0,58.0,8273.0,8318.0,1
78,1,hear,28,32,8288,8292,5,0.0,3.0,8260.0,8263.0,,33.0,58.0,8293.0,8318.0,1
82,0,fixed,22,27,8401,8406,,,,,,5,28.0,44.0,8407.0,8423.0,0
82,1,decked,55,61,8434,8440,5,46.0,54.0,8425.0,8433.0,5,62.0,69.0,8441.0,8448.0,1
83,0,arranged,4,12,8475,8483,5,0.0,3.0,8471.0,8474.0,5,13.0,21.0,8484.0,8492.0,1
83,2,put,65,68,8536,8539,5,0.0,3.0,8471.0,8474.0,5,72.0,99.0,8543.0,8570.0,1
84,0,presented,18,27,8609,8618,5,14.0,17.0,8605.0,8608.0,"5,39",28.0,35.0,8619.0,8626.0,1
85,1,going,6,11,8653,8658,5,1.0,2.0,8648.0,8649.0,,,,,,1
85,2,said,18,22,8665,8669,5,1.0,11.0,8648.0,8658.0,,,,,,1
85,3,meet,28,32,8675,8679,,,,,,"5,140,139",33.0,125.0,8680.0,8772.0,1
85,5,waiting,91,98,8738,8745,140,50.0,82.0,8697.0,8729.0,5,99.0,105.0,8746.0,8752.0,0
86,0,was,9,12,8784,8787,5,0.0,8.0,8775.0,8783.0,,13.0,29.0,8788.0,8804.0,0
86,1,taking,48,54,8823,8829,,,,,,"5,76",55.0,72.0,8830.0,8847.0,1
86,3,said,68,72,8843,8847,5,55.0,59.0,8830.0,8834.0,,,,,,1
86,4,expressing,100,110,8875,8885,,,,,,76,111.0,138.0,8886.0,8913.0,1
86,5,wished,140,146,8915,8921,76,35.0,46.0,8810.0,8821.0,5,147.0,163.0,8922.0,8938.0,1
87,1,going,6,11,8967,8972,5,1.0,2.0,8962.0,8963.0,,,,,,1
87,2,continued,18,27,8979,8988,5,14.0,17.0,8975.0,8978.0,,,,,,1
87,3,addressing,29,39,8990,9000,5,14.0,17.0,8975.0,8978.0,44,40.0,50.0,9001.0,9011.0,1
87,6,going,81,86,9042,9047,5,76.0,77.0,9037.0,9038.0,5,87.0,143.0,9048.0,9104.0,1
87,8,watched,104,111,9065,9072,,92.0,95.0,9053.0,9056.0,5,112.0,122.0,9073.0,9083.0,1
87,9,guarded,127,134,9088,9095,,92.0,95.0,9053.0,9056.0,5,135.0,143.0,9096.0,9104.0,0
88,1,given,9,14,9114,9119,,1.0,4.0,9106.0,9109.0,5,15.0,17.0,9120.0,9122.0,1
88,2,was,34,37,9139,9142,5,32.0,33.0,9137.0,9138.0,,38.0,42.0,9143.0,9147.0,0
88,3,prepared,48,56,9153,9161,,1.0,4.0,9106.0,9109.0,5,57.0,64.0,9162.0,9169.0,1
88,4,was,72,75,9177,9180,5,70.0,71.0,9175.0,9176.0,,76.0,80.0,9181.0,9185.0,0
89,1,going,5,10,9192,9197,5,0.0,1.0,9187.0,9188.0,"5,142",11.0,93.0,9198.0,9280.0,1
89,4,procure,54,61,9241,9248,,16.0,24.0,9203.0,9211.0,5,62.0,80.0,9249.0,9267.0,1
89,5,kept,99,103,9286,9290,,16.0,24.0,9203.0,9211.0,142,104.0,155.0,9291.0,9342.0,0
89,6,supplied,114,122,9301,9309,142,104.0,113.0,9291.0,9300.0,,123.0,155.0,9310.0,9342.0,1
90,1,going,5,10,9349,9354,5,0.0,1.0,9344.0,9345.0,5,11.0,115.0,9355.0,9459.0,1
90,3,been,34,38,9378,9382,,16.0,23.0,9360.0,9367.0,5,39.0,75.0,9383.0,9419.0,0
93,2,were,68,72,9683,9687,76,56.0,67.0,9671.0,9682.0,,77.0,84.0,9692.0,9699.0,0
93,3,awaited,102,109,9717,9724,76,56.0,67.0,9671.0,9682.0,,110.0,120.0,9725.0,9735.0,1
95,1,returned,35,43,9837,9845,104,23.0,34.0,9825.0,9836.0,,,,,,1
96,0,hastened,18,26,9865,9873,76,13.0,17.0,9860.0,9864.0,,27.0,38.0,9874.0,9885.0,1
96,1,lit,58,61,9905,9908,76,53.0,57.0,9900.0,9904.0,,65.0,98.0,9912.0,9945.0,1
96,2,was,113,116,9960,9963,76,100.0,112.0,9947.0,9959.0,,117.0,124.0,9964.0,9971.0,0
97,0,was,9,12,9982,9985,5,0.0,8.0,9973.0,9981.0,,13.0,20.0,9986.0,9993.0,0
97,2,seen,27,31,10000,10004,5,0.0,8.0,9973.0,9981.0,,,,,,1
98,0,called,5,11,10011,10017,76,0.0,4.0,10006.0,10010.0,,12.0,17.0,10018.0,10023.0,1
98,1,answered,53,61,10059,10067,5,49.0,52.0,10055.0,10058.0,,,,,,1
99,0,rose,5,9,10078,10082,10,0.0,4.0,10073.0,10077.0,,,,,,1
99,1,set,14,17,10087,10090,10,0.0,4.0,10073.0,10077.0,,,,,,1
99,3,behold,78,84,10151,10157,106,23.0,32.0,10096.0,10105.0,107,85.0,121.0,10158.0,10194.0,1
100,1,lost,19,23,10215,10219,78,0.0,14.0,10196.0,10210.0,,,,,,0
101,0,had,12,15,10240,10243,78,8.0,11.0,10236.0,10239.0,,,,,,0
102,0,chanced,13,20,10294,10301,,10.0,12.0,10291.0,10293.0,109,21.0,25.0,10302.0,10306.0,0
102,1,were,54,58,10335,10339,109,26.0,48.0,10307.0,10329.0,,59.0,94.0,10340.0,10375.0,0
102,2,spearing,59,67,10340,10348,109,26.0,48.0,10307.0,10329.0,,68.0,72.0,10349.0,10353.0,1
102,3,descried,96,104,10377,10385,109,26.0,94.0,10307.0,10375.0,,105.0,176.0,10386.0,10457.0,1
103,1,pulled,61,67,10520,10526,76,45.0,49.0,10504.0,10508.0,76,68.0,91.0,10527.0,10550.0,1
104,0,fled,11,15,10614,10618,113,0.0,10.0,10603.0,10613.0,,,,,,1
104,1,could,35,40,10638,10643,,,,,,"78,115",41.0,117.0,10644.0,10720.0,0
104,2,recognize,41,50,10644,10653,76,30.0,34.0,10633.0,10637.0,,51.0,63.0,10654.0,10666.0,1
104,3,ascended,81,89,10684,10692,78,77.0,80.0,10680.0,10683.0,115,90.0,117.0,10693.0,10720.0,1
104,5,saw,128,131,10731,10734,76,123.0,127.0,10726.0,10730.0,116,132.0,247.0,10735.0,10850.0,1
104,6,waving,168,174,10771,10777,116,132.0,167.0,10735.0,10770.0,,,,,,1
104,7,glided,199,205,10802,10808,116,196.0,198.0,10799.0,10801.0,,,,,,1
